complex_no	pyeong_no
1	1
1	2
1	3
1	4
10	1
10	2
100	1
100	2
100	3
100	4
100	5
100	6
100	7
100	8
100	9
1000	1
1000	2
100008	1
100008	2
100008	3
100008	4
10001	1
10001	2
10001	3
10001	4
10001	5
10001	6
10001	7
10001	8
100011	1
100016	1
100016	2
100016	3
100016	4
100016	5
100016	6
10002	1
10003	1
10003	2
10003	3
100031	1
100031	2
100031	3
100035	1
100035	2
100035	3
10004	1
10004	2
10004	3
10004	4
100040	1
100040	2
100040	3
100040	4
100040	5
100040	6
100041	1
100041	2
100041	3
100041	4
100044	1
100044	2
100044	3
100044	4
100044	5
100044	6
100044	7
100044	8
100045	1
100045	2
100045	3
100045	4
100045	5
100045	6
100045	7
100045	8
100046	1
100047	1
100047	2
100047	4
10005	1
100050	1
100050	2
100050	3
100054	1
100054	2
100054	3
100054	4
100054	5
100056	1
100056	2
100056	3
100056	5
10006	1
100063	1
100063	2
100078	2
100078	3
10008	1
10008	2
10008	3
100081	1
100081	2
100081	3
100081	4
100086	1
100086	10
100086	2
100086	3
100086	4
100086	5
100086	6
100086	7
100086	8
100086	9
10009	1
10009	2
100090	1
100090	2
100090	3
100090	4
100090	5
100090	6
100092	1
100092	10
100092	2
100092	3
100092	4
100092	5
100092	6
100092	7
100092	8
100092	9
100094	1
100094	2
100094	3
100099	1
100099	2
100099	3
100099	4
100099	5
100099	6
100099	7
100099	8
1001	1
1001	3
1001	4
1001	5
10010	1
10010	2
10010	3
100103	1
100103	2
100103	3
100103	4
100105	1
100105	10
100105	11
100105	12
100105	13
100105	14
100105	15
100105	2
100105	3
100105	4
100105	5
100105	6
100105	7
100105	8
100105	9
100106	1
100106	2
100106	3
100106	4
100106	5
100106	6
100106	7
100107	1
100107	2
100107	3
100107	4
100107	5
100107	6
100108	1
10011	1
100111	1
100111	2
100111	3
100111	4
100114	1
100114	2
100114	3
100114	4
100114	5
100114	6
100114	7
100114	8
100118	1
100118	10
100118	2
100118	3
100118	4
100118	5
100118	6
100118	7
100118	8
100118	9
10012	1
10012	2
10014	1
10014	2
10014	3
100143	1
100143	10
100143	11
100143	12
100143	13
100143	14
100143	15
100143	2
100143	3
100143	4
100143	5
100143	6
100143	7
100143	8
100143	9
100144	1
100144	2
100144	3
100144	4
100144	5
100144	6
100144	7
100144	8
10015	1
10015	2
10015	3
10015	4
10015	5
10015	6
10015	7
10015	8
100157	1
100157	2
100159	1
100159	2
100159	3
100159	4
100159	5
10016	1
10016	2
100160	1
100166	1
100166	2
100166	3
100166	4
100166	5
100166	6
100166	7
10017	1
100177	1
100177	2
100177	3
100181	1
100181	2
100181	3
100181	4
100182	1
100186	1
100186	2
10019	1
10019	2
10019	3
100190	1
100190	2
100190	3
100190	4
100190	5
100196	10
100196	11
100196	4
100196	5
100196	6
100196	7
100196	8
100196	9
100197	1
100197	2
100197	3
100198	1
100198	2
100198	3
100198	4
1002	1
1002	2
1002	3
1002	4
1002	5
1002	6
1002	7
100204	1
100204	2
100206	2
100206	3
100206	4
100206	5
100207	1
100207	2
100207	3
100207	4
100207	5
100209	1
100209	2
100209	3
100209	4
100209	5
10021	1
10021	2
10021	3
10021	4
100210	1
100210	2
100210	3
100210	4
100210	5
100210	6
100210	7
100211	1
100212	1
100212	2
100214	1
100216	1
100216	2
100216	3
100216	4
100218	1
100218	2
100218	3
100219	1
100219	2
100219	3
100219	4
10022	1
10022	2
10022	3
10022	4
10022	5
100221	1
100221	2
100221	3
100221	4
100222	1
100222	2
100222	3
100222	4
100222	5
100223	1
100223	2
100223	3
100228	1
100228	2
100228	3
100229	1
100229	2
10023	1
10023	2
10023	3
10023	4
10023	5
100231	1
100231	2
100231	3
100231	4
100231	5
100231	6
100231	7
100232	1
100232	10
100232	2
100232	3
100232	4
100232	5
100232	6
100232	7
100232	8
100232	9
100233	1
100233	2
100233	3
100233	4
100233	5
100233	6
100234	1
100234	2
100234	3
100235	1
100235	2
100235	3
100235	4
100236	1
100236	2
100237	2
100237	3
100237	4
100237	5
100237	6
100237	7
100237	8
10024	1
10024	2
10024	3
10024	4
10024	5
100242	1
100242	2
100242	3
100242	4
100242	5
100242	6
100242	7
100242	8
100242	9
100245	1
100248	1
100248	2
10025	1
10025	4
10025	5
10025	6
100251	1
100251	2
100251	3
100251	4
100253	1
100253	10
100253	2
100253	3
100253	4
100253	5
100253	6
100253	7
100253	8
100253	9
100255	1
100255	2
100255	3
100255	4
100255	5
100255	6
100255	7
100255	8
100255	9
100256	1
100258	1
100258	2
100258	3
100258	4
100258	5
100265	1
100265	2
100265	3
100265	4
100265	5
100265	6
100267	1
100267	2
100267	3
100267	4
100267	5
100268	1
100268	2
100268	3
100268	4
100268	5
100268	6
10027	1
10027	2
100271	1
100271	2
100271	4
100271	5
100271	6
100271	7
100273	1
100273	2
100273	3
100273	4
100273	5
100273	6
100273	7
100277	1
100277	2
100277	3
100277	4
100278	1
100278	2
100278	3
100278	4
10028	1
10028	2
10028	3
10028	4
10028	5
10028	6
10028	7
10028	8
100280	1
100280	2
100280	3
100281	1
100281	2
100281	3
100281	4
100282	1
100282	2
100285	1
100285	2
100285	3
100286	1
100288	1
100288	3
100290	1
100290	2
100290	3
100290	4
100290	5
100290	6
100290	7
100290	8
100291	1
100291	2
100291	3
100291	4
100291	5
100291	6
100299	11
100299	13
100299	2
100299	3
100299	4
100299	7
100299	9
1003	1
1003	2
1003	3
10030	1
10030	2
100300	1
100300	2
100300	3
100300	4
100300	5
100303	1
100303	2
100303	3
100303	4
100304	1
100304	2
100304	3
100304	4
100304	5
100304	6
100304	7
100308	1
100308	2
100309	1
100309	2
100309	3
100309	4
100309	5
100309	6
100309	7
100309	8
100309	9
10031	1
10031	2
10031	3
100315	1
100315	2
100315	3
100315	4
100315	5
100315	6
100315	7
100317	1
100317	2
100318	1
100318	2
100318	3
100318	4
100318	5
100318	6
100318	7
100318	8
10032	1
10032	2
100321	1
100321	2
100328	1
100328	2
100328	3
10033	1
10033	2
10033	3
100330	1
100330	10
100330	11
100330	2
100330	3
100330	4
100330	5
100330	6
100330	7
100330	8
100330	9
100331	1
100331	2
100331	3
100331	4
100332	1
100332	2
100332	3
100332	4
100334	1
100334	2
100336	2
100338	1
100338	2
100338	3
10034	1
10034	2
10034	3
10034	4
100340	2
100340	3
100340	4
100340	5
100340	6
100342	1
100342	2
100342	5
100344	2
100344	3
100344	5
100344	6
100344	7
100344	9
100347	3
100347	4
100347	5
100349	1
100349	2
100349	3
100349	4
10035	1
10035	2
10035	3
100350	1
100350	2
100350	3
100350	4
100352	1
100352	2
100352	3
100352	4
100352	5
100352	6
100352	7
100352	8
100353	1
100353	2
100353	3
100353	4
100353	5
100353	6
100354	1
100354	2
100354	3
100355	1
100355	2
100356	1
100356	2
100356	3
100357	1
100358	1
100358	2
100358	3
100358	4
100359	1
100359	2
100359	3
100359	4
100359	5
100359	6
100359	7
100359	8
10036	1
10036	10
10036	11
10036	12
10036	13
10036	14
10036	15
10036	2
10036	3
10036	4
10036	5
10036	6
10036	7
10036	8
10036	9
100360	15
100360	16
100360	17
100360	18
100360	19
100360	20
100360	21
100361	1
100361	2
100361	3
100361	4
100361	5
100361	6
100361	7
100364	1
100365	1
100365	2
100365	3
100365	4
100365	5
10037	1
10037	2
100373	1
100373	2
100373	3
100374	1
100374	10
100374	11
100374	2
100374	3
100374	4
100374	5
100374	6
100374	7
100374	8
100374	9
100375	1
100375	2
100375	3
100375	4
100375	5
100375	6
100375	7
100375	8
100376	1
100376	2
100377	1
10038	1
100380	1
100380	2
100380	3
100380	4
100380	5
100381	1
100382	2
100382	3
100382	4
100382	5
100383	1
100383	2
100383	3
100383	4
100383	5
100383	6
100384	1
100384	2
100384	3
100384	4
100384	5
100384	6
100384	7
100385	1
100385	2
100385	3
100385	4
100385	5
100386	1
100386	2
100386	3
100386	4
100386	5
100386	6
100386	7
100386	8
100387	1
100387	2
100387	3
100387	4
100387	5
100387	6
100389	1
100389	2
100389	3
10039	1
10039	2
10039	3
100390	1
100390	3
100390	4
100390	6
100391	1
100391	2
100393	1
100393	2
100393	3
100395	1
100395	2
100395	3
100395	4
100395	5
100396	1
100396	10
100396	2
100396	3
100396	4
100396	5
100396	8
100396	9
100399	1
100399	10
100399	11
100399	12
100399	13
100399	14
100399	2
100399	3
100399	4
100399	5
100399	6
100399	7
100399	8
100399	9
1004	2
1004	3
1004	4
1004	5
1004	6
1004	7
10040	3
10040	4
10040	5
10040	6
100402	4
100402	6
100403	1
100404	1
100404	2
100404	6
100405	1
100405	10
100405	11
100405	2
100405	3
100405	4
100405	5
100405	6
100405	7
100405	8
100405	9
100407	1
100407	2
100407	3
100407	4
100407	5
100407	6
100407	7
100407	8
100407	9
100408	1
100408	2
100408	3
100410	1
100410	2
100415	1
100415	2
100415	3
100415	4
100416	1
100417	1
100417	2
100419	1
100419	2
10042	1
10042	2
10042	3
100420	1
100420	2
100420	3
100420	4
100420	5
100421	1
100421	2
100421	3
100421	4
100421	5
100421	6
100421	7
100422	1
100422	10
100422	11
100422	12
100422	13
100422	14
100422	2
100422	3
100422	4
100422	5
100422	6
100422	7
100422	8
100422	9
100423	1
100423	2
100423	3
100423	4
100423	5
100423	6
100424	1
100424	2
100424	3
100425	1
100425	2
100425	3
100425	4
100426	1
100426	2
100426	3
100427	1
100428	1
100428	2
100429	1
100431	1
100431	2
100432	1
100432	2
100433	2
100433	3
100437	1
100438	1
100439	1
100439	10
100439	11
100439	12
100439	2
100439	3
100439	4
100439	5
100439	6
100439	7
100439	8
100439	9
100440	1
100440	2
100440	3
100440	4
100440	5
100440	6
100442	1
100442	2
100442	3
100442	4
100444	1
100444	2
100446	1
100446	2
100447	1
100447	2
100447	3
10045	1
100450	1
100450	10
100450	2
100450	3
100450	4
100450	6
100450	7
100450	8
100450	9
100453	1
100453	2
100454	1
100454	10
100454	11
100454	2
100454	3
100454	4
100454	5
100454	6
100454	7
100454	8
100454	9
100455	1
100455	2
100455	3
100456	1
100456	2
100456	3
100456	4
100457	1
100457	2
100457	3
100458	1
100458	2
100459	1
100459	2
100459	3
10046	1
10046	2
10046	3
100460	1
100460	2
100460	3
100460	4
100462	1
100462	2
100462	3
100462	4
100463	1
100463	2
100463	3
100463	4
100463	5
100463	6
100464	1
100464	2
100466	2
100466	3
100466	4
100466	5
100468	1
100468	2
100468	3
10047	1
100471	1
100471	2
100471	3
100471	4
100471	5
100471	6
100471	7
100472	1
100472	2
100472	3
100472	4
100472	5
100473	1
100473	2
100474	1
100474	2
100474	3
100475	1
100475	2
100475	3
100476	1
100476	2
100476	3
100477	1
100477	2
100477	3
100479	1
100479	2
100479	3
100479	4
100479	5
100480	1
100480	2
100480	3
100482	1
100482	2
100482	3
100482	4
100482	5
100482	6
100482	7
100487	10
100487	11
100487	12
100487	13
100487	8
100487	9
100488	3
100488	4
100489	1
100489	2
100489	3
100489	4
100489	5
10049	1
100490	1
100490	3
100490	4
100490	5
100491	1
100491	2
100491	3
100491	4
100491	5
100491	6
100491	7
100491	8
100491	9
100494	1
100494	2
100494	3
100494	4
100494	5
100494	6
100494	7
100495	1
100495	2
100495	3
100495	4
100495	5
100495	6
100495	7
100498	1
100498	2
100498	3
100498	4
100498	5
100498	6
1005	2
1005	3
1005	4
1005	5
1005	6
1005	7
1005	8
10050	1
10050	2
10050	3
100500	1
100500	2
100500	3
100500	4
100500	5
100501	1
100501	2
100501	3
100501	4
100501	5
100501	6
100501	7
100501	8
100501	9
100502	1
100502	2
100502	3
100502	4
100506	1
100508	1
100508	10
100508	11
100508	12
100508	13
100508	2
100508	3
100508	4
100508	5
100508	6
100508	7
100508	8
100508	9
10051	1
10051	2
10051	3
100510	1
100510	2
100510	3
100510	4
100510	5
100510	6
100510	7
100510	8
100511	1
100511	3
100511	5
100512	1
100512	2
100512	3
100512	4
100512	5
100512	6
100512	7
100513	1
100513	2
100513	3
100514	1
100514	2
100514	3
100514	4
100514	5
100514	6
100514	7
100515	1
100515	2
100515	3
100515	4
100515	5
100515	6
100515	7
100516	1
100516	2
100518	1
100519	1
100519	2
100519	3
100519	4
10052	1
10052	2
10052	3
100520	1
100520	4
100521	1
100522	1
100522	2
100522	3
100522	4
100522	5
100522	6
100522	7
100522	8
100522	9
100523	1
100524	1
100524	2
100524	3
100525	1
100525	2
100525	3
100525	4
100526	1
100526	2
100526	3
100526	4
100526	5
100526	6
100526	7
100528	1
100528	2
100528	3
100528	4
100528	5
100528	6
100528	7
100529	1
100529	2
100529	3
100529	4
100529	5
10053	1
10053	2
10053	6
10053	7
10053	8
100538	1
100538	2
100539	1
10054	1
10054	2
10054	3
10054	4
100540	1
100540	2
100540	3
100540	4
100540	5
100540	6
100542	1
100542	2
100542	3
100542	4
100543	1
100543	2
100543	3
100544	1
100544	2
100545	1
100546	1
100546	2
100546	3
100547	1
100547	2
10055	1
10055	2
10055	3
100550	1
100550	2
100550	3
100550	4
100550	5
100550	6
100550	7
100550	8
100550	9
100552	1
100552	2
100553	1
