complex_no	pyeong_no
122586	3
122590	1
122590	2
122590	3
122593	1
122594	1
122594	2
122594	3
122595	1
122595	10
122595	2
122595	3
122595	4
122595	5
122595	6
122595	7
122595	8
122595	9
122596	1
122596	2
122596	3
122597	1
122597	2
122598	1
122598	2
122598	3
122598	4
12260	1
12260	2
12260	3
12260	4
12260	5
122600	1
122600	2
122601	1
122601	2
122601	3
122602	1
122602	2
122602	3
122602	4
122602	5
122602	6
122603	1
122603	2
122603	3
122606	1
122606	2
122606	3
122606	4
122607	1
122607	2
122607	3
122607	4
122607	5
122607	6
122607	7
122608	1
122608	2
122608	3
122608	4
122608	5
122609	1
122609	2
122609	3
122609	4
122609	5
12261	4
12261	5
12261	6
12261	7
122610	1
122610	2
122610	3
122611	1
122611	2
122611	3
122611	4
122611	5
122611	6
122611	7
122611	8
122612	1
122612	2
122612	3
122612	4
122613	1
122613	10
122613	2
122613	3
122613	4
122613	5
122613	6
122613	7
122613	8
122613	9
122614	1
122614	2
122614	3
122615	1
122617	1
122617	2
122617	3
122617	4
122620	1
122620	2
122620	3
122623	1
122623	10
122623	11
122623	12
122623	13
122623	14
122623	2
122623	3
122623	4
122623	5
122623	6
122623	7
122623	8
122623	9
122624	1
122624	2
122624	3
122624	4
122624	5
122625	1
122626	1
122626	2
122626	3
122626	4
122626	5
122626	6
122627	1
122627	2
122627	3
122628	1
122628	2
122629	1
122629	2
122629	3
122629	4
122629	5
122629	6
122629	7
122630	1
122630	2
122630	3
122630	4
122630	5
122630	6
122633	1
122633	2
122633	3
122633	4
122633	5
122633	6
122633	7
122633	8
122634	1
122634	2
122634	3
122635	1
122635	2
122635	3
122635	4
122635	5
122636	1
122636	2
122636	3
122636	4
122636	5
122636	6
122636	7
122641	1
122641	2
122643	1
122643	2
122643	3
122643	4
122643	5
122645	1
122645	10
122645	2
122645	3
122645	4
122645	5
122645	6
122645	7
122645	8
122645	9
122646	1
122646	2
122646	3
122647	1
122647	2
122647	3
122648	1
122648	2
122649	1
122649	2
122649	3
122649	4
12265	1
12265	2
12265	3
12265	4
12265	5
122651	1
122651	2
122651	3
122651	4
122651	5
122651	6
122651	7
122655	1
122655	2
122657	1
122657	2
122657	3
122657	4
122661	1
122661	2
122661	3
122661	4
122661	5
122661	6
122661	7
122663	1
122663	2
122663	3
122663	4
122663	5
122664	1
122666	1
122668	1
122669	1
122669	10
122669	11
122669	12
122669	13
122669	14
122669	15
122669	16
122669	17
122669	18
122669	19
122669	2
122669	20
122669	3
122669	4
122669	5
122669	6
122669	7
122669	8
122669	9
122670	1
122670	2
122674	1
122674	2
122674	3
122676	1
122676	2
122676	3
122676	4
122676	5
122678	1
122678	10
122678	11
122678	12
122678	13
122678	14
122678	15
122678	16
122678	17
122678	18
122678	19
122678	2
122678	20
122678	21
122678	22
122678	23
122678	24
122678	25
122678	26
122678	27
122678	28
122678	29
122678	3
122678	4
122678	5
122678	6
122678	7
122678	8
122678	9
122679	1
12268	1
12268	2
12268	3
122680	1
122680	10
122680	11
122680	12
122680	13
122680	14
122680	15
122680	16
122680	17
122680	18
122680	19
122680	2
122680	20
122680	21
122680	22
122680	23
122680	24
122680	25
122680	26
122680	27
122680	28
122680	29
122680	3
122680	30
122680	31
122680	32
122680	33
122680	34
122680	35
122680	36
122680	37
122680	4
122680	5
122680	6
122680	7
122680	8
122680	9
122681	1
122681	2
122681	3
122682	1
122682	2
122682	3
122682	4
122682	5
122682	6
122682	7
122682	8
122682	9
122690	1
122691	1
122691	2
122691	3
122691	4
122694	1
122694	2
122694	3
122694	4
122696	1
122696	2
122696	3
122697	1
122697	2
122697	3
122697	4
122697	5
122697	6
122698	1
122698	10
122698	2
122698	3
122698	4
122698	5
122698	6
122698	7
122698	8
122698	9
1227	1
1227	2
